SbjNum,Area,Sex,Ethnicity,Age,Status,SchoolYrs
16274567,Rural,Male,Indigenous,16,Single,6
16274568,Rural,Female,Indigenous,22,Single,0
16274569,Rural,Male,Non-indigenous,18,Single,5
16274573,Rural,Male,Indigenous,16,Married,3
16274574,Rural,Male,Indigenous,21,Single,2
16274575,Rural,Female,Indigenous,24,Single,2
16274576,Rural,Female,Indigenous,17,Single,12
16274577,Rural,Male,Indigenous,20,Single,6
16274605,Rural,Male,Non-indigenous,20,Single,0
16274607,Rural,Male,Non-indigenous,15,Single,7
16274608,Rural,Female,Indigenous,18,Married,6
16274676,Rural,Female,Indigenous,18,Married,8
16274677,Rural,Male,Indigenous,18,Single,9
16274678,Rural,Male,Indigenous,24,Married,6
16274685,Rural,Female,Indigenous,15,Single,6
16274686,Rural,Female,Indigenous,21,Married,2
16274753,Rural,Female,Indigenous,20,Single,11
16274754,Rural,Female,Indigenous,18,Single,6
16274756,Rural,Female,Indigenous,24,Married,0
16274757,Rural,Female,Indigenous,15,Single,6
16274758,Rural,Male,Indigenous,24,Married,3
16304689,Rural,Female,Indigenous,15,Single,7
16304690,Rural,Female,Indigenous,20,Married,0
16304713,Rural,Female,Indigenous,18,Single,0
16304714,Rural,Female,Indigenous,24,Married,6
16304715,Rural,Female,Indigenous,21,Single,9
16304716,Rural,Male,Indigenous,21,Single,6
16304717,Rural,Female,Indigenous,16,Single,8
16304720,Rural,Female,Indigenous,16,Single,9
16304721,Rural,Female,Indigenous,24,Married,9
16304722,Rural,Female,Indigenous,23,Married,1
16304723,Rural,Male,Non-indigenous,22,Single,9
16304736,Rural,Female,Indigenous,22,Married,2
16304737,Rural,Male,Indigenous,20,Single,6
16304738,Rural,Male,Indigenous,19,Single,3
16304739,Rural,Female,Indigenous,15,Single,5
16304740,Rural,Male,Indigenous,22,Married,0
16304741,Rural,Male,Indigenous,19,Single,6
16304742,Rural,Male,Indigenous,23,Married,0
16304806,Rural,Male,Indigenous,21,Married,4
16304821,Rural,Female,Indigenous,20,Married,6
16304859,Rural,Female,Indigenous,19,Single,6
16304860,Rural,Male,Indigenous,22,Married,1
16304861,Rural,Male,Indigenous,17,Single,4
16304862,Rural,Male,Indigenous,23,Married,6
16304863,Rural,Female,Indigenous,23,Single,2
16304864,Rural,Female,Non-indigenous,21,Single,12
16334869,Rural,Female,Indigenous,17,Single,7
16334870,Urban,Male,Indigenous,20,Single,11
16334896,Rural,Male,Indigenous,23,Single,12
16334897,Urban,Male,Indigenous,23,Married,15
16334898,Rural,Male,Indigenous,20,Married,8
16334911,Rural,Male,Indigenous,19,Single,9
16334912,Rural,Male,Indigenous,22,Single,12
16334937,Rural,Male,Indigenous,22,Single,3
16334938,Rural,Male,Indigenous,22,Single,15
16334939,Rural,Female,Indigenous,23,Single,3
16334940,Rural,Male,Indigenous,20,Single,11
16334949,Urban,Male,Indigenous,24,Married,11
16336508,Rural,Male,Indigenous,16,Single,0
16336509,Rural,Female,Indigenous,16,Single,2
16336510,Rural,Male,Indigenous,18,Single,9
16336524,Rural,Female,Indigenous,20,Single,12
16336525,Rural,Male,Indigenous,16,Single,9
16336526,Rural,Male,Indigenous,21,Single,7
16336527,Rural,Male,Indigenous,19,Single,6
16336533,Rural,Female,Indigenous,17,Single,8
16336534,Rural,Male,Indigenous,18,Single,9
16336535,Rural,Male,Indigenous,20,Single,6
16336537,Rural,Male,Indigenous,23,Single,4
16336538,Rural,Female,Indigenous,22,Married,2
16336539,Rural,Male,Indigenous,15,Single,9
16336540,Rural,Male,Indigenous,18,Single,4
17242514,Urban,Female,Non-indigenous,24,Married,3
17242515,Urban,Male,Non-indigenous,20,Single,15
17242516,Urban,Male,Non-indigenous,21,Single,15
17242517,Urban,Male,Non-indigenous,22,Single,12
17242518,Urban,Female,Non-indigenous,17,Single,11
17242519,Urban,Male,Non-indigenous,17,Single,12
17242520,Urban,Female,Non-indigenous,22,Married,12
17242521,Urban,Female,Non-indigenous,23,Single,15
17242522,Urban,Female,Non-indigenous,23,Married,15
17242523,Urban,Female,Non-indigenous,17,Single,10
17242524,Urban,Male,Non-indigenous,16,Single,8
17242544,Urban,Male,Non-indigenous,22,Single,16
17242545,Urban,Female,Indigenous,15,Single,9
17242546,Urban,Male,Non-indigenous,15,Single,9
17242547,Urban,Male,Non-indigenous,19,Single,11
17242548,Urban,Female,Non-indigenous,18,Single,12
17242552,Urban,Female,Non-indigenous,23,Married,15
17242553,Urban,Male,Indigenous,17,Single,8
17242554,Urban,Male,Non-indigenous,15,Single,8
17242555,Urban,Female,Indigenous,17,Single,11
17242556,Urban,Male,Non-indigenous,20,Single,14
17242557,Urban,Male,Indigenous,17,Single,8
17247420,Rural,Male,Non-indigenous,21,Single,14
17247421,Rural,Female,Indigenous,20,Married,7
17247422,Rural,Male,Non-indigenous,17,Single,10
17247423,Rural,Male,Non-indigenous,20,Single,14
17247424,Rural,Male,Non-indigenous,17,Single,7
17247443,Rural,Female,Indigenous,22,Married,4
17247444,Rural,Female,Indigenous,16,Single,4
17247445,Rural,Male,Indigenous,18,Single,9
17247446,Rural,Male,Indigenous,19,Married,7
17247447,Rural,Male,Indigenous,22,Married,6
17247450,Rural,Female,Non-indigenous,19,Single,14
17247451,Rural,Female,Non-indigenous,15,Single,7
17247452,Rural,Female,Non-indigenous,16,Single,10
17247453,Rural,Female,Non-indigenous,15,Single,10
17247454,Rural,Male,Non-indigenous,18,Single,9
17247455,Rural,Male,Non-indigenous,24,Married,15
17247463,Rural,Male,Indigenous,22,Single,11
17247464,Rural,Male,Indigenous,17,Single,2
17247465,Rural,Female,Indigenous,16,Single,6
17247466,Rural,Female,Non-indigenous,22,Married,4
17247467,Rural,Female,Non-indigenous,16,Single,6
17247468,Rural,Male,Non-indigenous,17,Single,9
17247477,Rural,Female,Indigenous,24,Married,2
17247478,Rural,Male,Indigenous,16,Single,9
17247479,Rural,Male,Indigenous,17,Single,9
17247480,Rural,Female,Non-indigenous,16,Single,6
17247481,Rural,Female,Indigenous,15,Single,6
17247498,Rural,Female,Non-indigenous,18,Single,9
17247499,Rural,Female,Non-indigenous,20,Single,12
17247500,Rural,Female,Non-indigenous,23,Single,13
17247501,Rural,Female,Non-indigenous,22,Married,8
17247502,Rural,Male,Non-indigenous,18,Single,11
17247503,Rural,Male,Non-indigenous,22,Married,6
17247504,Rural,Female,Non-indigenous,24,Single,0
17247505,Rural,Male,Indigenous,17,Single,9
17247506,Rural,Female,Indigenous,19,Single,6
17247507,Rural,Female,Non-indigenous,22,Married,1
17247508,Rural,Male,Non-indigenous,24,Married,12
17249191,Rural,Female,Indigenous,15,Single,2
17249192,Rural,Male,Indigenous,19,Married,6
17249193,Rural,Male,Indigenous,20,Single,5
17255475,Rural,Female,Non-indigenous,17,Single,8
17255476,Rural,Female,Non-indigenous,23,Separated/a,3
17255477,Rural,Male,Indigenous,15,Single,4
17255478,Rural,Female,Indigenous,15,Single,6
17255479,Rural,Male,Non-indigenous,21,Single,9
17255515,Rural,Female,Indigenous,24,Married,2
17255516,Rural,Female,Non-indigenous,17,Single,11
17255517,Rural,Male,Indigenous,15,Single,5
17255518,Rural,Male,Indigenous,16,Single,6
17255519,Rural,Female,Indigenous,20,Single,6
17255520,Rural,Female,Non-indigenous,20,Single,3
17255533,Rural,Female,Non-indigenous,18,Single,9
17255534,Rural,Male,Non-indigenous,18,Single,6
17255535,Rural,Male,Non-indigenous,20,Single,6
17255536,Rural,Female,Indigenous,19,Single,4
17255537,Rural,Male,Indigenous,22,Married,9
17255538,Rural,Male,Indigenous,20,Married,12
17255549,Rural,Male,Indigenous,18,Single,9
17255550,Rural,Female,Non-indigenous,16,Single,6
17255551,Rural,Male,Indigenous,21,Single,6
17255552,Rural,Male,Non-indigenous,20,Single,11
17255553,Rural,Male,Non-indigenous,20,Married,12
17263966,Rural,Male,Non-indigenous,18,Married,6
17263967,Rural,Male,Indigenous,22,Single,8
17263968,Rural,Female,Non-indigenous,23,Married,3
17263969,Rural,Male,Non-indigenous,23,Married,12
17263970,Rural,Female,Non-indigenous,15,Single,6
17263971,Rural,Male,Non-indigenous,22,Single,3
17263974,Rural,Female,Indigenous,19,Single,6
17263975,Rural,Male,Non-indigenous,23,Married,9
17263976,Rural,Male,Indigenous,19,Single,6
17263977,Rural,Female,Non-indigenous,23,Married,4
17263978,Rural,Female,Indigenous,20,Single,6
17263979,Rural,Female,Non-indigenous,18,Single,3
17263980,Rural,Female,Non-indigenous,22,Single,2
17263985,Rural,Female,Non-indigenous,20,Single,6
17263986,Rural,Male,Non-indigenous,20,Single,9
17263987,Rural,Male,Non-indigenous,22,Single,6
17263988,Rural,Female,Non-indigenous,16,Single,9
17263989,Rural,Female,Indigenous,22,Single,6
17263990,Rural,Male,Non-indigenous,18,Single,6
17263991,Rural,Male,Indigenous,21,Single,4
17263994,Rural,Female,Indigenous,15,Single,5
17263995,Rural,Male,Indigenous,22,Married,3
17263996,Rural,Male,Indigenous,24,Married,3
17263997,Rural,Female,Non-indigenous,21,Married,4
17263998,Rural,Male,Indigenous,19,Single,12
17263999,Rural,Male,Indigenous,16,Married,6
17264000,Rural,Male,Indigenous,17,Married,3
17264004,Rural,Male,Non-indigenous,17,Single,8
17264005,Rural,Male,Non-indigenous,20,Single,12
17264006,Rural,Female,Non-indigenous,17,Married,6
17264007,Rural,Male,Non-indigenous,20,Single,11
17264008,Rural,Female,Non-indigenous,16,Married,7
17264009,Rural,Female,Non-indigenous,16,Single,7
17264010,Rural,Male,Non-indigenous,16,Single,3
17264011,Rural,Male,Non-indigenous,17,Single,8
17264012,Rural,Female,Non-indigenous,17,Single,6
17264013,Rural,Female,Non-indigenous,23,Married,3
17264014,Rural,Male,Indigenous,15,Single,6
17264015,Rural,Male,Indigenous,18,Married,4
17264030,Rural,Female,Non-indigenous,23,Married,0
17264031,Urban,Female,Non-indigenous,20,Single,6
17264032,Rural,Female,Non-indigenous,16,Single,4
17264033,Rural,Male,Indigenous,19,Single,12
17264034,Rural,Male,Indigenous,16,Single,10
17264035,Rural,Male,Indigenous,22,Single,6
17264044,Rural,Male,Non-indigenous,17,Single,6
17264045,Rural,Male,Non-indigenous,24,Single,8
17264046,Rural,Female,Indigenous,22,Married,9
17264047,Rural,Female,Non-indigenous,23,Married,7
17264048,Rural,Female,Non-indigenous,15,Single,8
17264049,Rural,Male,Non-indigenous,15,Single,6
17264397,Urban,Male,Indigenous,17,Single,9
17264398,Urban,Male,Non-indigenous,21,Single,13
17264399,Rural,Male,Indigenous,20,Single,9
17264400,Rural,Male,Non-indigenous,21,Single,12
17264401,Rural,Male,Non-indigenous,20,Single,8
17264402,Rural,Female,Non-indigenous,17,Single,9
17264448,Rural,Male,Indigenous,16,Single,5
17264449,Rural,Female,Indigenous,22,Married,9
17264450,Rural,Female,Indigenous,16,Single,6
17264451,Rural,Female,Indigenous,16,Married,6
17264471,Rural,Male,Non-indigenous,23,Single,3
17264472,Rural,Male,Non-indigenous,17,Single,5
17264473,Rural,Male,Indigenous,16,Single,6
17264474,Rural,Female,Non-indigenous,23,Married,4
17264475,Rural,Male,Non-indigenous,20,Married,4
17264476,Urban,Female,Non-indigenous,22,Married,3
17264477,Urban,Male,Indigenous,21,Single,12
17264478,Urban,Female,Non-indigenous,24,Married,12
17264479,Rural,Female,Indigenous,24,Married,9
17264480,Rural,Male,Non-indigenous,24,Single,6
17264481,Rural,Female,Indigenous,22,Married,3
17264555,Rural,Female,Non-indigenous,16,Single,8
17264556,Rural,Female,Non-indigenous,20,Single,4
17264557,Rural,Female,Non-indigenous,23,Married,4
17264558,Urban,Male,Non-indigenous,17,Single,9
17264559,Urban,Male,Non-indigenous,16,Single,8
17264560,Rural,Male,Non-indigenous,20,Single,12
17264561,Rural,Male,Non-indigenous,23,Single,12
17264570,Rural,Female,Indigenous,17,Single,3
17264571,Rural,Male,Non-indigenous,17,Single,6
17264572,Rural,Female,Non-indigenous,22,Single,1
17264573,Rural,Male,Indigenous,18,Married,5
17264574,Urban,Female,Non-indigenous,17,Single,10
17264575,Urban,Male,Non-indigenous,17,Single,12
17264576,Rural,Male,Indigenous,19,Single,6
17264577,Rural,Male,Non-indigenous,18,Single,6
17264578,Rural,Male,Non-indigenous,21,Single,8
17271980,Rural,Female,Non-indigenous,15,Single,2
17278566,Rural,Male,Non-indigenous,19,Single,4
17278567,Rural,Female,Indigenous,17,Single,6
17278568,Rural,Male,Non-indigenous,20,Single,10
17278569,Rural,Male,Indigenous,15,Single,7
17278570,Rural,Female,Non-indigenous,22,Single,12
17278576,Rural,Female,Indigenous,20,Single,6
17278577,Rural,Male,Non-indigenous,17,Single,6
17278578,Rural,Female,Indigenous,22,Married,5
17278579,Rural,Female,Non-indigenous,23,Single,6
17278580,Rural,Male,Non-indigenous,21,Single,12
17278586,Rural,Female,Non-indigenous,18,Single,9
17278587,Rural,Female,Indigenous,20,Single,6
17278588,Rural,Male,Non-indigenous,21,Married,4
17278589,Rural,Female,Indigenous,20,Single,6
17278590,Rural,Female,Non-indigenous,23,Married,6
17278597,Rural,Female,Non-indigenous,17,Single,8
17278598,Rural,Male,Indigenous,20,Married,6
17278599,Rural,Female,Non-indigenous,17,Single,6
17278600,Rural,Female,Non-indigenous,16,Single,6
17278601,Rural,Male,Non-indigenous,16,Single,4
17278602,Rural,Female,Non-indigenous,24,Married,12
17278603,Rural,Female,Indigenous,21,Single,3
17278604,Rural,Male,Non-indigenous,21,Married,7
17278605,Rural,Female,Non-indigenous,15,Single,6
17278606,Rural,Female,Non-indigenous,16,Single,11
17278607,Rural,Male,Non-indigenous,21,Single,12
17278608,Rural,Male,Non-indigenous,22,Single,18
17278609,Rural,Female,Non-indigenous,23,Single,18
17278610,Rural,Female,Non-indigenous,20,Separated/a,1
17278611,Rural,Male,Indigenous,19,Single,5
17278612,Rural,Male,Non-indigenous,23,Married,6
17278613,Rural,Male,Non-indigenous,16,Single,9
17278614,Rural,Female,Non-indigenous,19,Single,12
17278615,Rural,Male,Non-indigenous,16,Single,9
17278618,Rural,Female,Indigenous,18,Single,3
17278619,Rural,Female,Indigenous,24,Single,2
17278620,Rural,Male,Non-indigenous,23,Married,4
17278621,Rural,Female,Indigenous,16,Single,4
17278622,Rural,Female,Non-indigenous,15,Single,6
17278623,Rural,Male,Non-indigenous,15,Single,9
17278624,Rural,Male,Indigenous,15,Single,6
17278625,Rural,Female,Non-indigenous,18,Single,12
17278637,Rural,Female,Indigenous,17,Single,3
17278638,Rural,Female,Indigenous,21,Married,6
17278639,Rural,Male,Indigenous,20,Married,4
17278640,Rural,Male,Non-indigenous,17,Single,11
17278641,Rural,Male,Non-indigenous,23,Single,12
17278642,Rural,Male,Non-indigenous,20,Single,12
17278643,Rural,Female,Non-indigenous,22,Single,16
17278644,Rural,Female,Non-indigenous,17,Single,12
17288089,Rural,Female,Non-indigenous,16,Single,2
17288090,Rural,Female,Non-indigenous,20,Single,6
17288091,Rural,Female,Non-indigenous,16,Single,6
17288092,Rural,Female,Non-indigenous,20,Single,6
17288157,Rural,Female,Indigenous,18,Single,7
17288158,Rural,Female,Non-indigenous,19,Single,9
17288159,Urban,Male,Non-indigenous,23,Single,14
17288160,Urban,Female,Non-indigenous,19,Single,12
17288161,Urban,Female,Indigenous,18,Single,12
17288162,Urban,Female,Non-indigenous,23,Single,14
17288163,Urban,Female,Non-indigenous,18,Single,10
17288179,Rural,Female,Non-indigenous,15,Single,5
17288180,Rural,Female,Non-indigenous,20,Single,6
17288181,Rural,Female,Non-indigenous,15,Single,7
17288182,Rural,Male,Indigenous,18,Single,6
17288183,Rural,Male,Non-indigenous,20,Married,7
17288184,Rural,Male,Non-indigenous,21,Married,6
17288185,Rural,Male,Non-indigenous,15,Single,6
17288186,Rural,Male,Non-indigenous,19,Single,6
17288188,Rural,Male,Non-indigenous,18,Single,5
17288202,Rural,Male,Indigenous,19,Single,9
17288203,Rural,Female,Non-indigenous,16,Single,7
17288204,Rural,Male,Non-indigenous,22,Single,12
17288205,Rural,Female,Indigenous,19,Single,12
17288206,Rural,Female,Non-indigenous,23,Single,16
17288207,Rural,Female,Non-indigenous,20,Single,15
17288208,Rural,Male,Non-indigenous,20,Single,12
17288209,Rural,Female,Indigenous,24,Single,12
17288252,Rural,Female,Non-indigenous,20,Single,3
17288253,Rural,Female,Non-indigenous,16,Single,4
17288254,Rural,Male,Non-indigenous,21,Married,3
17288255,Rural,Male,Non-indigenous,16,Single,6
17288256,Rural,Male,Non-indigenous,22,Single,0
17288257,Rural,Male,Non-indigenous,16,Single,6
17306536,Rural,Male,Non-indigenous,18,Single,6
17306537,Rural,Male,Non-indigenous,15,Single,9
17306538,Rural,Female,Indigenous,23,Married,2
17306539,Rural,Male,Indigenous,21,Married,6
17306540,Rural,Male,Indigenous,22,Married,5
17306541,Rural,Male,Indigenous,19,Single,9
17306542,Rural,Female,Indigenous,22,Single,6
17306543,Rural,Male,Non-indigenous,19,Single,3
17318343,Rural,Male,Non-indigenous,15,Single,8
17318344,Rural,Male,Non-indigenous,24,Married,6
17318345,Rural,Male,Non-indigenous,20,Single,6
17318346,Rural,Female,Non-indigenous,17,Single,3
17318347,Rural,Male,Non-indigenous,19,Single,6
17318348,Rural,Female,Non-indigenous,24,Single,8
17318476,Rural,Male,Non-indigenous,20,Single,5
17318477,Rural,Female,Non-indigenous,18,Single,9
17318478,Rural,Female,Non-indigenous,22,Single,12
17318479,Rural,Male,Indigenous,16,Married,7
17318480,Rural,Male,Non-indigenous,15,Single,7
17318481,Rural,Female,Indigenous,21,Single,2
17318547,Rural,Female,Indigenous,17,Single,3
17318548,Rural,Male,Indigenous,22,Married,6
17318549,Rural,Female,Non-indigenous,22,Married,5
17318550,Rural,Female,Indigenous,20,Single,12
17318551,Rural,Male,Indigenous,23,Married,4
17318552,Rural,Female,Non-indigenous,23,Single,2
17318553,Rural,Female,Non-indigenous,15,Single,6
17333483,Rural,Female,Indigenous,15,Single,8
17333484,Rural,Male,Indigenous,23,Single,6
17333485,Rural,Male,Indigenous,15,Single,7
17333486,Rural,Female,Indigenous,22,Single,6
17333487,Rural,Male,Indigenous,24,Married,9
17333488,Rural,Female,Indigenous,20,Married,9
17333489,Rural,Male,Indigenous,22,Single,9
17333490,Rural,Male,Indigenous,15,Single,8
17333510,Rural,Female,Indigenous,15,Single,9
17333511,Rural,Male,Indigenous,23,Single,13
17333524,Rural,Male,Indigenous,22,Single,9
17333525,Rural,Female,Indigenous,21,Married,6
17333526,Rural,Female,Indigenous,18,Single,10
17333527,Rural,Male,Indigenous,17,Single,9
17333528,Rural,Female,Indigenous,15,Single,8
17333529,Rural,Female,Non-indigenous,17,Single,8
17333530,Rural,Male,Indigenous,16,Single,8
17333531,Rural,Male,Indigenous,18,Single,8
17333544,Rural,Male,Indigenous,15,Single,8
17333545,Rural,Female,Indigenous,24,Married,9
17333546,Rural,Female,Indigenous,19,Married,2
17333547,Rural,Female,Indigenous,16,Single,8
17333548,Rural,Female,Indigenous,15,Single,8
17333549,Rural,Male,Indigenous,17,Single,8
17333585,Rural,Female,Indigenous,21,Married,12
17333599,Urban,Female,Indigenous,18,Single,7
17333600,Urban,Male,Indigenous,18,Single,12
17333601,Urban,Male,Indigenous,15,Single,9
17333602,Urban,Male,Indigenous,22,Single,15
17333603,Urban,Male,Indigenous,23,Single,12
17333604,Rural,Male,Indigenous,15,Single,8
17333605,Rural,Male,Non-indigenous,20,Single,8
17333606,Rural,Male,Indigenous,24,Single,12
17333607,Rural,Female,Indigenous,17,Single,9
17333608,Rural,Male,Indigenous,20,Single,7
17333609,Rural,Female,Indigenous,22,Married,6
17333610,Rural,Male,Non-indigenous,18,Single,8
17333630,Urban,Male,Indigenous,21,Single,10
17333631,Urban,Female,Indigenous,19,Married,8
17333632,Urban,Female,Non-indigenous,17,Single,12
17333633,Urban,Male,Indigenous,21,Single,12
17333634,Urban,Male,Indigenous,21,Single,14
17333635,Rural,Male,Indigenous,21,Single,12
17333636,Rural,Male,Indigenous,17,Single,7
17333637,Rural,Female,Non-indigenous,17,Single,8
17333638,Rural,Female,Indigenous,22,Married,6
17333639,Rural,Male,Indigenous,15,Single,8
17333640,Rural,Female,Indigenous,23,Married,5
17333642,Rural,Male,Indigenous,23,Married,6
17333648,Rural,Female,Indigenous,18,Single,3
17333649,Rural,Female,Non-indigenous,23,Single,3
17333650,Rural,Female,Indigenous,16,Single,4
17333651,Rural,Male,Indigenous,18,Single,11
17333652,Rural,Female,Indigenous,22,Single,12
17333653,Rural,Female,Indigenous,15,Single,7
17333654,Rural,Female,Indigenous,15,Single,7
17333655,Rural,Male,Indigenous,17,Single,8
17333656,Rural,Male,Indigenous,16,Single,8
17333657,Rural,Male,Indigenous,17,Single,8
17333658,Rural,Male,Indigenous,19,Single,11
17333660,Rural,Female,Indigenous,18,Single,12
17333661,Rural,Male,Indigenous,21,Single,13
17333662,Rural,Female,Indigenous,17,Married,6
17333663,Rural,Female,Indigenous,23,Married,12
17333664,Rural,Male,Indigenous,20,Single,12
17333665,Urban,Female,Indigenous,18,Single,12
17333666,Urban,Male,Non-indigenous,19,Single,11
17333667,Urban,Female,Indigenous,20,Married,12
17333668,Urban,Female,Indigenous,22,Single,15
17333669,Urban,Male,Non-indigenous,17,Single,10
17333670,Rural,Male,Indigenous,15,Single,5
17333671,Rural,Male,Indigenous,15,Single,6
17333672,Rural,Male,Indigenous,16,Single,8
17333673,Rural,Female,Indigenous,16,Single,9
17333674,Rural,Female,Indigenous,20,Single,8
17333675,Rural,Female,Indigenous,21,Single,12
17333689,Urban,Male,Non-indigenous,19,Married,12
17333690,Urban,Female,Non-indigenous,20,Single,14
17333691,Urban,Female,Indigenous,18,Single,9
17333692,Urban,Female,Non-indigenous,23,Married,12
17333693,Urban,Female,Non-indigenous,20,Single,11
17333694,Rural,Male,Indigenous,23,Single,12
17333695,Rural,Male,Indigenous,17,Single,8
17333696,Rural,Female,Indigenous,19,Single,8
17333697,Rural,Female,Indigenous,18,Married,6
17333698,Rural,Male,Indigenous,23,Married,6
17333699,Rural,Male,Indigenous,21,Single,12
17333754,Rural,Male,Indigenous,16,Single,7
17333755,Rural,Male,Non-indigenous,23,Married,9
17333756,Rural,Male,Indigenous,23,Married,3
17333757,Rural,Male,Indigenous,23,Married,3
17333758,Rural,Male,Indigenous,19,Married,3
17333759,Rural,Male,Indigenous,19,Single,2
17333760,Rural,Male,Indigenous,23,Married,12
17333761,Rural,Male,Indigenous,24,Single,1
17333762,Rural,Female,Indigenous,22,Married,12
17333763,Rural,Female,Indigenous,15,Single,2
17333764,Rural,Male,Indigenous,24,Single,13
17333769,Rural,Female,Indigenous,23,Married,9
17333770,Rural,Male,Non-indigenous,23,Single,15
17333777,Rural,Male,Indigenous,18,Single,6
17333778,Rural,Female,Non-indigenous,18,Single,4
17333779,Rural,Female,Indigenous,24,Married,2
17333780,Rural,Male,Indigenous,24,Married,4
17333781,Rural,Female,Indigenous,17,Single,4
17333782,Rural,Female,Indigenous,18,Single,11
17333783,Rural,Female,Non-indigenous,16,Single,8
17333784,Rural,Male,Indigenous,20,Single,9
17333785,Rural,Male,Indigenous,18,Single,3
17333786,Rural,Male,Indigenous,17,Single,7
17333787,Rural,Female,Indigenous,17,Single,9
17333788,Rural,Female,Indigenous,24,Married,4
17333816,Rural,Male,Non-indigenous,20,Single,2
17333817,Rural,Female,Non-indigenous,16,Single,2
17333818,Rural,Female,Indigenous,24,Single,0
17333819,Rural,Male,Indigenous,23,Married,3
17333820,Rural,Male,Indigenous,23,Married,3
17333821,Rural,Female,Indigenous,22,Single,9
17333822,Rural,Male,Indigenous,16,Single,8
17333823,Rural,Male,Indigenous,16,Single,8
17333824,Rural,Female,Indigenous,15,Single,8
17333825,Rural,Female,Indigenous,15,Single,8
17333826,Rural,Male,Non-indigenous,15,Single,8
17333827,Rural,Male,Non-indigenous,20,Single,10
17333832,Rural,Male,Non-indigenous,23,Married,3
17333833,Rural,Female,Non-indigenous,18,Single,11
17333834,Rural,Female,Non-indigenous,16,Single,0
17333835,Rural,Female,Non-indigenous,24,Single,2
17333836,Rural,Female,Non-indigenous,17,Single,3
17333837,Rural,Female,Indigenous,19,Married,4
17333838,Rural,Female,Non-indigenous,20,Single,2
17333839,Rural,Female,Indigenous,20,Single,9
17333840,Rural,Female,Indigenous,20,Married,9
17333841,Rural,Female,Indigenous,21,Married,9
17333842,Rural,Male,Indigenous,16,Single,8
17333843,Rural,Female,Non-indigenous,19,Single,3
17333844,Rural,Female,Indigenous,22,Married,4
17333845,Rural,Male,Indigenous,20,Married,11
17333846,Rural,Male,Indigenous,24,Married,12
17333847,Rural,Female,Indigenous,19,Married,9
17333848,Rural,Male,Indigenous,20,Single,12
17333884,Rural,Male,Non-indigenous,15,Single,4
17333885,Rural,Male,Non-indigenous,17,Single,3
17333886,Rural,Male,Indigenous,20,Married,3
17333887,Rural,Female,Indigenous,20,Single,11
17333888,Rural,Female,Indigenous,17,Single,7
17333889,Rural,Male,Indigenous,22,Single,11
17333890,Rural,Male,Indigenous,17,Single,8
17333891,Rural,Male,Indigenous,16,Single,8
17333892,Rural,Female,Indigenous,20,Single,12
17333893,Rural,Male,Indigenous,17,Single,4
17333894,Rural,Female,Indigenous,22,Married,4
17333896,Rural,Female,Indigenous,16,Single,6
17333897,Rural,Male,Indigenous,15,Single,7
17333898,Rural,Female,Indigenous,24,Single,3
17333910,Rural,Male,Indigenous,15,Single,4
17333911,Rural,Male,Indigenous,15,Single,6
17333912,Rural,Male,Indigenous,22,Single,2
17333913,Rural,Female,Indigenous,21,Single,6
17333914,Rural,Male,Indigenous,24,Married,12
17333915,Rural,Male,Indigenous,19,Single,9
17333916,Rural,Female,Indigenous,24,Single,12
17333917,Rural,Male,Indigenous,24,Married,6
17333918,Rural,Female,Indigenous,16,Single,8
17333919,Rural,Female,Indigenous,24,Married,13
17333920,Rural,Female,Indigenous,15,Single,8
17333921,Rural,Male,Indigenous,17,Single,7
17333922,Rural,Female,Indigenous,15,Single,8
17333923,Rural,Male,Indigenous,19,Single,8
17333924,Rural,Male,Indigenous,20,Single,9
17333925,Rural,Female,Indigenous,21,Married,0
17334000,Rural,Female,Non-indigenous,20,Single,2
17334001,Rural,Female,Non-indigenous,21,Married,1
17334002,Rural,Male,Non-indigenous,16,Single,6
17334003,Rural,Female,Non-indigenous,15,Single,6
17334004,Rural,Male,Indigenous,21,Married,12
17334005,Rural,Male,Indigenous,18,Single,11
17334006,Rural,Female,Indigenous,20,Single,6
17334007,Rural,Male,Indigenous,15,Single,8
17334008,Rural,Male,Indigenous,18,Single,8
17334009,Rural,Female,Indigenous,15,Single,6
17334010,Rural,Female,Indigenous,15,Single,8
17334012,Rural,Male,Indigenous,16,Single,9
17334013,Rural,Male,Indigenous,21,Married,9
17334014,Rural,Female,Indigenous,23,Married,2
17334015,Rural,Female,Indigenous,16,Single,7
17334016,Rural,Female,Indigenous,17,Single,6
17334017,Rural,Male,Indigenous,21,Single,12
17334018,Rural,Male,Indigenous,22,Single,12
17355299,Rural,Male,Indigenous,15,Single,5
17357121,Urban,Female,Indigenous,17,Single,10
17357122,Urban,Male,Non-indigenous,16,Single,11
17357123,Urban,Female,Indigenous,19,Single,11
17357124,Urban,Female,Indigenous,23,Single,11
17357147,Urban,Female,Indigenous,16,Single,10
17357148,Urban,Male,Indigenous,15,Single,9
17357149,Urban,Male,Indigenous,17,Single,11
17357150,Urban,Male,Indigenous,18,Single,9
17357179,Urban,Female,Indigenous,15,Single,10
17357180,Urban,Male,Indigenous,18,Single,9
17357181,Urban,Female,Indigenous,16,Single,9
17357182,Urban,Male,Indigenous,15,Single,9
17357220,Rural,Female,Non-indigenous,22,Single,2
17357221,Rural,Male,Non-indigenous,23,Married,4
