SbjNum,Area,Sex,Ethnicity,Age,Status,SchoolYrs
17357222,Rural,Female,Non-indigenous,19,Single,4
17357223,Rural,Female,Non-indigenous,20,Single,12
17357224,Urban,Female,Non-indigenous,17,Single,10
17357225,Urban,Female,Non-indigenous,20,Single,12
17357226,Rural,Female,Non-indigenous,20,Single,9
17357227,Urban,Female,Indigenous,17,Single,11
17357228,Urban,Male,Indigenous,16,Single,9
17357244,Urban,Male,Indigenous,16,Single,7
17357245,Urban,Male,Indigenous,18,Single,10
17357246,Urban,Female,Indigenous,18,Single,11
17357247,Urban,Female,Indigenous,16,Single,9
17357248,Urban,Male,Indigenous,18,Single,11
17357342,Rural,Male,Indigenous,22,Married,2
17357343,Rural,Male,Indigenous,16,Single,3
17357344,Rural,Male,Indigenous,24,Married,3
17357345,Rural,Female,Indigenous,22,Married,6
17357346,Rural,Female,Indigenous,24,Single,6
17357347,Rural,Female,Indigenous,22,Married,12
17357348,Rural,Male,Indigenous,23,Single,3
17357349,Rural,Male,Indigenous,17,Single,5
17357350,Rural,Female,Indigenous,24,Single,13
17357351,Rural,Male,Indigenous,22,Single,6
17357352,Rural,Female,Indigenous,15,Single,6
17357353,Rural,Female,Indigenous,22,Married,9
17357354,Rural,Male,Indigenous,16,Single,5
17357355,Rural,Female,Indigenous,15,Single,1
17357356,Rural,Female,Indigenous,15,Single,8
17357371,Rural,Male,Indigenous,24,Single,3
17357372,Rural,Female,Indigenous,15,Single,5
17357373,Rural,Male,Indigenous,19,Single,3
17357374,Rural,Male,Indigenous,16,Single,8
17357375,Rural,Female,Indigenous,19,Single,6
17357376,Rural,Female,Indigenous,19,Single,9
17358440,Rural,Male,Indigenous,15,Single,6
17358441,Rural,Female,Non-indigenous,23,Married,12
17358442,Rural,Male,Indigenous,23,Married,9
17358443,Rural,Male,Indigenous,15,Single,8
17358444,Rural,Female,Indigenous,21,Single,9
17358445,Rural,Female,Non-indigenous,21,Single,9
17358446,Rural,Male,Indigenous,20,Single,6
17358447,Rural,Female,Indigenous,18,Single,8
17358451,Rural,Male,Indigenous,16,Single,6
17358452,Rural,Female,Indigenous,23,Single,6
17358453,Rural,Female,Indigenous,15,Single,6
17358454,Rural,Female,Indigenous,17,Single,4
17358455,Rural,Female,Indigenous,16,Single,7
17358456,Rural,Male,Non-indigenous,22,Single,12
17358460,Rural,Male,Indigenous,17,Single,6
17358461,Rural,Male,Indigenous,21,Married,3
17358462,Rural,Female,Indigenous,15,Single,8
17358463,Rural,Female,Indigenous,16,Single,6
17358464,Rural,Male,Non-indigenous,23,Single,12
17358465,Rural,Male,Non-indigenous,24,Single,12
17358467,Rural,Male,Indigenous,18,Single,7
17358468,Rural,Female,Indigenous,20,Married,4
17358469,Rural,Male,Indigenous,16,Single,8
17358470,Rural,Male,Indigenous,18,Single,12
17358471,Rural,Female,Non-indigenous,23,Married,9
17358472,Rural,Female,Indigenous,20,Single,11
17358473,Rural,Male,Indigenous,22,Single,8
17358474,Rural,Female,Indigenous,22,Single,5
17358810,Rural,Female,Indigenous,19,Single,9
17358811,Rural,Male,Non-indigenous,16,Single,6
17358812,Rural,Female,Indigenous,18,Single,12
17358813,Rural,Male,Indigenous,18,Single,6
17358814,Rural,Male,Indigenous,22,Married,6
17358832,Rural,Male,Indigenous,16,Single,6
17358833,Rural,Female,Indigenous,15,Single,6
17358834,Rural,Male,Non-indigenous,23,Married,9
17358835,Rural,Male,Non-indigenous,23,Single,12
17358907,Rural,Female,Indigenous,18,Single,2
17358908,Rural,Male,Indigenous,20,Single,6
17358909,Rural,Female,Non-indigenous,23,Single,2
17358910,Rural,Male,Non-indigenous,20,Single,8
17358911,Rural,Male,Non-indigenous,23,Single,3
17358914,Rural,Female,Indigenous,16,Single,8
17358915,Rural,Female,Indigenous,15,Single,8
17358916,Rural,Female,Indigenous,20,Single,3
17358917,Rural,Female,Indigenous,15,Single,6
17358918,Rural,Male,Indigenous,15,Single,6
17359053,Rural,Male,Indigenous,20,Single,9
17359128,Rural,Female,Indigenous,15,Single,6
17359129,Rural,Male,Indigenous,17,Single,7
17374803,Rural,Male,Indigenous,15,Single,4
17374804,Rural,Female,Indigenous,18,Married,6
17382821,Rural,Female,Indigenous,15,Single,8
17382822,Rural,Male,Indigenous,16,Single,8
17382823,Rural,Male,Non-indigenous,16,Single,8
17382824,Rural,Male,Indigenous,24,Single,0
17382851,Rural,Male,Non-indigenous,22,Married,12
17382852,Rural,Female,Indigenous,18,Single,8
17382853,Rural,Male,Indigenous,16,Single,8
17382854,Rural,Female,Indigenous,24,Single,3
17382855,Rural,Male,Non-indigenous,20,Single,6
17382915,Rural,Female,Indigenous,15,Single,8
17382916,Rural,Male,Indigenous,16,Single,8
17382917,Rural,Female,Indigenous,16,Single,8
17382918,Rural,Male,Indigenous,20,Single,6
17382919,Rural,Female,Indigenous,22,Single,18
17383033,Rural,Female,Indigenous,19,Single,12
17383034,Rural,Male,Indigenous,15,Single,8
17383035,Rural,Female,Indigenous,22,Single,7
17383036,Rural,Male,Indigenous,24,Single,9
17383284,Rural,Female,Indigenous,23,Married,9
17383453,Urban,Male,Indigenous,19,Single,8
17383454,Urban,Female,Indigenous,20,Married,9
17383455,Urban,Female,Indigenous,22,Single,6
17383456,Urban,Female,Non-indigenous,21,Single,10
17383459,Urban,Female,Non-indigenous,15,Single,7
17383460,Urban,Male,Non-indigenous,16,Single,8
17383461,Urban,Female,Non-indigenous,18,Single,3
17383462,Urban,Male,Non-indigenous,19,Single,11
17383463,Urban,Female,Indigenous,19,Single,12
17383464,Urban,Male,Non-indigenous,24,Single,15
17383465,Urban,Female,Indigenous,23,Single,14
17383466,Urban,Female,Indigenous,17,Single,6
17383467,Urban,Female,Indigenous,16,Single,9
17383468,Urban,Male,Indigenous,17,Single,10
17383473,Urban,Male,Non-indigenous,19,Single,8
17383474,Urban,Male,Indigenous,19,Single,12
17383475,Urban,Female,Non-indigenous,17,Single,10
17383476,Urban,Female,Indigenous,18,Single,11
17383508,Urban,Female,Non-indigenous,20,Single,11
17383509,Urban,Female,Indigenous,15,Single,6
17383510,Urban,Female,Indigenous,21,Single,11
17383511,Urban,Male,Indigenous,20,Married,11
17383518,Urban,Female,Non-indigenous,24,Married,3
17383519,Urban,Male,Indigenous,16,Single,8
17383520,Urban,Female,Non-indigenous,16,Single,9
17383521,Urban,Male,Indigenous,22,Single,10
17383576,Urban,Female,Non-indigenous,23,Single,19
17383577,Urban,Female,Non-indigenous,24,Married,12
17383578,Urban,Male,Indigenous,23,Married,3
17383579,Urban,Male,Indigenous,21,Single,9
17383580,Urban,Male,Indigenous,20,Married,6
17389770,Urban,Female,Indigenous,23,Single,7
17389771,Urban,Female,Indigenous,24,Married,1
17389772,Urban,Female,Indigenous,22,Married,12
17389773,Urban,Male,Indigenous,21,Single,12
17389774,Urban,Female,Non-indigenous,21,Single,9
17389775,Urban,Female,Indigenous,20,Single,14
17389793,Rural,Female,Indigenous,17,Single,10
17389794,Rural,Male,Indigenous,15,Single,8
17389795,Rural,Female,Indigenous,20,Single,4
17389796,Rural,Male,Indigenous,22,Single,12
17389797,Rural,Female,Indigenous,22,Single,9
17389798,Rural,Male,Indigenous,23,Single,6
17389799,Rural,Male,Indigenous,18,Single,9
17389805,Rural,Male,Indigenous,18,Married,6
17389806,Rural,Female,Indigenous,16,Single,8
17389807,Rural,Female,Indigenous,18,Single,9
17389808,Rural,Male,Indigenous,24,Single,8
17389809,Rural,Male,Indigenous,24,Single,12
17389810,Urban,Female,Indigenous,23,Single,12
17389866,Rural,Male,Indigenous,23,Single,9
17389867,Rural,Male,Indigenous,22,Single,9
17389868,Rural,Female,Indigenous,24,Married,6
17389877,Urban,Male,Indigenous,20,Single,12
17389878,Urban,Female,Indigenous,15,Single,7
17389879,Urban,Female,Indigenous,23,Married,15
17389880,Urban,Male,Indigenous,21,Single,12
17389881,Urban,Male,Indigenous,21,Single,15
17403084,Rural,Female,Indigenous,23,Married,9
17403085,Rural,Female,Indigenous,18,Married,9
17403086,Rural,Female,Indigenous,18,Single,6
17403088,Rural,Female,Indigenous,16,Single,10
17403091,Rural,Female,Indigenous,20,Married,6
17403092,Rural,Male,Indigenous,22,Single,8
17403093,Rural,Female,Indigenous,19,Single,6
17403094,Rural,Female,Indigenous,15,Single,7
17403095,Urban,Female,Non-indigenous,21,Married,3
17404117,Rural,Female,Indigenous,17,Single,9
17404118,Rural,Female,Indigenous,24,Single,11
17404119,Rural,Female,Indigenous,23,Married,4
17404120,Rural,Male,Indigenous,17,Single,6
17404124,Rural,Male,Indigenous,22,Married,2
17404125,Rural,Male,Indigenous,20,Single,12
17404126,Rural,Male,Indigenous,23,Single,9
17404127,Rural,Male,Indigenous,24,Single,6
17404128,Rural,Male,Indigenous,23,Married,9
17404140,Rural,Female,Indigenous,15,Single,6
17404141,Rural,Female,Indigenous,22,Married,5
17404142,Rural,Male,Indigenous,22,Single,7
17404143,Rural,Female,Indigenous,15,Single,8
17404144,Rural,Male,Indigenous,18,Single,8
17404145,Rural,Male,Indigenous,24,Married,6
17404146,Rural,Male,Indigenous,15,Single,8
17404147,Rural,Female,Indigenous,19,Single,12
17404148,Rural,Male,Indigenous,15,Single,6
17404149,Rural,Female,Indigenous,17,Single,5
17404150,Rural,Male,Indigenous,15,Single,5
17404159,Rural,Male,Indigenous,15,Single,6
17404160,Rural,Female,Indigenous,20,Single,10
17404161,Rural,Male,Indigenous,23,Single,12
17404162,Rural,Male,Indigenous,20,Single,9
17404210,Urban,Male,Indigenous,18,Single,11
17404211,Urban,Male,Indigenous,17,Single,9
17404212,Urban,Male,Indigenous,21,Single,13
17404213,Urban,Female,Indigenous,22,Married,6
17404214,Urban,Female,Indigenous,17,Single,11
17404215,Rural,Female,Indigenous,17,Single,7
17404221,Rural,Female,Indigenous,22,Single,4
17404222,Rural,Female,Indigenous,24,Married,3
17404223,Rural,Female,Indigenous,23,Single,6
17404224,Rural,Female,Indigenous,19,Single,4
17404225,Rural,Male,Indigenous,20,Single,9
17404226,Urban,Male,Indigenous,24,Single,12
17404227,Urban,Male,Indigenous,16,Single,7
17404228,Urban,Female,Indigenous,18,Married,6
17404229,Urban,Female,Indigenous,24,Married,0
17404230,Urban,Female,Indigenous,19,Single,9
17404231,Urban,Male,Non-indigenous,22,Married,9
17404232,Urban,Male,Indigenous,20,Single,3
17404238,Urban,Male,Indigenous,17,Single,9
17404239,Urban,Female,Indigenous,17,Single,7
17404240,Urban,Male,Indigenous,17,Single,8
17404241,Urban,Female,Indigenous,22,Single,4
17404242,Rural,Male,Indigenous,24,Single,6
17404333,Rural,Male,Indigenous,20,Married,2
17404384,Urban,Female,Indigenous,24,Married,2
17404385,Rural,Female,Indigenous,18,Single,5
17404386,Urban,Female,Non-indigenous,21,Married,6
17404387,Urban,Male,Indigenous,24,Divorced/a,6
17404388,Urban,Female,Non-indigenous,16,Single,3
17404389,Rural,Male,Indigenous,16,Single,6
17409871,Urban,Female,Non-indigenous,21,Single,6
17409872,Rural,Male,Indigenous,16,Single,11
17409873,Rural,Male,Indigenous,19,Single,9
17409874,Urban,Female,Indigenous,15,Single,9
17409875,Urban,Male,Indigenous,21,Married,8
17411651,Rural,Female,Indigenous,20,Single,12
17411652,Urban,Female,Indigenous,16,Single,5
17411653,Rural,Male,Indigenous,23,Married,6
17411654,Rural,Male,Indigenous,17,Single,9
17411655,Rural,Female,Indigenous,18,Single,6
17411656,Rural,Male,Indigenous,24,Single,13
17411717,Urban,Female,Indigenous,18,Single,9
17411718,Rural,Female,Indigenous,15,Single,10
17411719,Rural,Female,Non-indigenous,21,Married,6
17411720,Urban,Female,Indigenous,24,Married,9
17411721,Rural,Male,Indigenous,20,Single,7
17412149,Rural,Male,Indigenous,15,Single,9
17412150,Rural,Female,Indigenous,24,Married,4
17412151,Rural,Female,Indigenous,18,Single,12
17412152,Urban,Male,Indigenous,20,Single,12
17412153,Rural,Male,Indigenous,22,Single,3
17412154,Rural,Female,Indigenous,17,Married,7
17421180,Rural,Male,Indigenous,15,Single,8
17421181,Rural,Female,Indigenous,17,Single,11
17421182,Rural,Female,Indigenous,15,Single,8
17421183,Rural,Female,Indigenous,21,Single,12
17421184,Rural,Male,Indigenous,22,Single,6
17421185,Rural,Male,Indigenous,16,Single,10
17421189,Rural,Female,Indigenous,24,Single,5
17421190,Rural,Female,Indigenous,16,Single,9
17421191,Rural,Male,Indigenous,16,Single,6
17421192,Rural,Female,Indigenous,20,Single,10
17421193,Rural,Male,Indigenous,18,Single,6
17421194,Rural,Male,Indigenous,16,Single,10
17421195,Rural,Female,Indigenous,19,Single,12
17421196,Rural,Female,Non-indigenous,19,Single,3
17421197,Rural,Male,Indigenous,18,Single,10
17421198,Rural,Male,Indigenous,24,Married,4
17421199,Rural,Male,Indigenous,21,Single,12
17421200,Rural,Male,Indigenous,22,Married,8
17421202,Rural,Male,Indigenous,20,Single,6
17421203,Rural,Female,Indigenous,24,Married,12
17421204,Rural,Male,Indigenous,17,Single,10
17421205,Rural,Female,Indigenous,24,Married,4
17421206,Rural,Male,Indigenous,19,Single,6
17421693,Rural,Female,Indigenous,18,Single,9
17421694,Rural,Female,Indigenous,15,Single,8
17421695,Rural,Male,Indigenous,24,Single,4
17421696,Rural,Female,Indigenous,21,Single,11
17421697,Rural,Male,Indigenous,16,Single,8
17421698,Rural,Female,Indigenous,19,Single,9
17421699,Rural,Male,Indigenous,17,Single,3
17421700,Rural,Female,Indigenous,24,Married,12
17421701,Rural,Male,Indigenous,18,Single,9
17421702,Rural,Female,Indigenous,21,Single,9
17421767,Rural,Female,Indigenous,23,Married,11
17421768,Rural,Male,Non-indigenous,17,Single,8
17421769,Rural,Male,Indigenous,24,Single,13
17421770,Rural,Male,Indigenous,22,Married,4
17421771,Rural,Female,Indigenous,24,Married,3
17421772,Rural,Female,Indigenous,15,Single,7
17421773,Rural,Female,Indigenous,17,Married,4
17421774,Rural,Male,Indigenous,16,Single,8
17421775,Rural,Male,Indigenous,23,Married,0
17421776,Rural,Male,Indigenous,21,Married,9
17451040,Urban,Female,Indigenous,22,Married,0
17451041,Urban,Female,Indigenous,18,Married,9
17451042,Urban,Female,Indigenous,22,Single,6
17451043,Urban,Female,Indigenous,17,Single,12
17451044,Urban,Male,Non-indigenous,22,Married,6
17451051,Urban,Female,Indigenous,23,Married,7
17451052,Urban,Female,Indigenous,22,Married,6
17451053,Urban,Male,Indigenous,23,Married,6
17451054,Urban,Male,Indigenous,15,Single,7
17451060,Urban,Male,Non-indigenous,16,Single,4
17451061,Urban,Female,Indigenous,15,Single,6
17451062,Urban,Male,Non-indigenous,18,Single,8
17451063,Urban,Female,Indigenous,17,Single,7
17451064,Urban,Male,Indigenous,18,Single,11
17451065,Urban,Male,Indigenous,15,Single,5
17451068,Urban,Male,Indigenous,20,Married,13
17451069,Urban,Female,Indigenous,16,Single,9
17451070,Urban,Female,Indigenous,22,Married,6
17451071,Urban,Male,Indigenous,20,Married,6
17451072,Urban,Male,Indigenous,20,Single,9
17452417,Urban,Male,Indigenous,20,Single,9
17452418,Rural,Female,Indigenous,21,Married,9
17452419,Urban,Male,Indigenous,20,Single,7
17452420,Urban,Male,Indigenous,20,Single,10
17452421,Urban,Male,Indigenous,24,Single,15
17452422,Rural,Male,Indigenous,18,Single,2
17452423,Rural,Female,Indigenous,18,Married,6
17452424,Rural,Female,Indigenous,16,Single,8
17452425,Rural,Male,Indigenous,24,Married,5
17452426,Rural,Male,Indigenous,21,Married,10
17452427,Rural,Female,Indigenous,15,Single,6
17452436,Rural,Male,Indigenous,18,Single,10
17452437,Rural,Male,Indigenous,16,Single,6
17452438,Rural,Female,Indigenous,20,Married,7
17452439,Rural,Male,Indigenous,24,Married,5
17452440,Rural,Male,Indigenous,22,Married,6
17452453,Rural,Male,Indigenous,16,Single,8
17452454,Rural,Female,Indigenous,19,Married,4
17452455,Rural,Female,Indigenous,22,Married,12
17452456,Rural,Male,Indigenous,24,Single,6
17452457,Rural,Male,Indigenous,15,Single,7
17452458,Rural,Male,Indigenous,22,Single,6
17452459,Rural,Male,Indigenous,17,Single,9
17452462,Rural,Female,Indigenous,24,Single,2
17452463,Rural,Female,Indigenous,16,Single,0
17452464,Rural,Male,Indigenous,17,Single,5
17452465,Rural,Female,Non-indigenous,24,Married,2
17452466,Rural,Female,Indigenous,19,Single,9
17452467,Rural,Female,Indigenous,23,Married,6
17452782,Rural,Female,Indigenous,23,Married,4
17452783,Rural,Female,Indigenous,19,Single,6
17452784,Rural,Male,Indigenous,19,Single,5
17452785,Rural,Male,Non-indigenous,17,Single,6
17452786,Rural,Male,Non-indigenous,22,Single,1
17452787,Rural,Female,Indigenous,21,Married,4
17452788,Rural,Female,Indigenous,17,Single,6
17452789,Rural,Male,Indigenous,18,Single,9
17452790,Rural,Male,Non-indigenous,15,Single,8
17452791,Rural,Male,Indigenous,21,Single,12
17452794,Rural,Female,Indigenous,19,Single,4
17452795,Rural,Female,Indigenous,15,Single,7
17452796,Rural,Female,Indigenous,15,Single,8
17452797,Rural,Female,Indigenous,24,Married,3
17452798,Rural,Female,Indigenous,15,Single,3
17452799,Rural,Female,Non-indigenous,21,Single,2
17452800,Rural,Female,Indigenous,17,Single,6
17452801,Rural,Female,Indigenous,15,Single,6
17452802,Rural,Female,Indigenous,24,Married,4
17452809,Rural,Female,Indigenous,17,Single,8
17452810,Rural,Female,Indigenous,20,Single,4
17452811,Rural,Male,Indigenous,17,Single,9
17452812,Rural,Male,Indigenous,22,Married,5
17452813,Rural,Female,Indigenous,20,Married,6
17452814,Rural,Female,Indigenous,18,Single,6
17452815,Rural,Male,Indigenous,15,Single,7
17452816,Rural,Male,Indigenous,20,Married,6
17452825,Rural,Male,Indigenous,24,Married,6
17452826,Rural,Male,Indigenous,23,Married,12
17452827,Rural,Female,Indigenous,17,Single,9
17452828,Rural,Female,Non-indigenous,24,Single,10
17452829,Rural,Male,Non-indigenous,17,Single,6
17452830,Rural,Female,Indigenous,20,Single,6
17452831,Rural,Female,Indigenous,20,Single,6
17452832,Rural,Female,Indigenous,16,Single,6
17452833,Rural,Male,Indigenous,15,Single,5
17452834,Rural,Male,Indigenous,15,Single,5
17452835,Rural,Male,Non-indigenous,23,Married,0
17461591,Urban,Female,Indigenous,22,Married,12
17461592,Urban,Male,Indigenous,23,Married,4
17461593,Rural,Female,Indigenous,23,Married,9
17461594,Urban,Male,Indigenous,15,Single,7
17461595,Rural,Female,Non-indigenous,22,Married,3
17461596,Rural,Male,Indigenous,21,Married,4
17461597,Rural,Male,Indigenous,17,Single,6
17461598,Rural,Female,Indigenous,15,Single,6
17461599,Rural,Male,Indigenous,22,Married,4
17461679,Rural,Male,Indigenous,15,Single,8
17461680,Rural,Female,Indigenous,20,Married,2
17461681,Rural,Female,Indigenous,19,Single,12
17461682,Rural,Male,Indigenous,21,Single,6
17461683,Rural,Male,Indigenous,20,Single,3
17461720,Urban,Female,Indigenous,18,Single,6
17461721,Rural,Male,Non-indigenous,22,Single,9
17461722,Urban,Male,Non-indigenous,18,Single,7
17461723,Urban,Male,Indigenous,20,Single,12
17461724,Urban,Female,Indigenous,20,Married,6
17461725,Urban,Male,Indigenous,17,Single,10
17461726,Rural,Female,Indigenous,20,Married,9
17461727,Rural,Female,Indigenous,18,Married,2
17461728,Rural,Female,Indigenous,23,Single,0
17461729,Rural,Male,Indigenous,21,Single,6
17461730,Rural,Male,Non-indigenous,16,Single,10
17461731,Rural,Female,Indigenous,22,Married,4
17461767,Urban,Female,Indigenous,17,Single,10
17461768,Urban,Female,Indigenous,22,Single,7
17461769,Urban,Female,Indigenous,17,Single,7
17461770,Urban,Male,Non-indigenous,20,Single,12
17461771,Rural,Female,Indigenous,15,Single,9
17461772,Rural,Male,Indigenous,16,Single,10
17461773,Rural,Male,Indigenous,23,Married,12
17461774,Rural,Female,Indigenous,17,Single,6
17461895,Urban,Female,Indigenous,23,Married,6
17461896,Urban,Male,Indigenous,18,Single,6
17461897,Urban,Male,Indigenous,24,Single,16
17461898,Urban,Female,Indigenous,19,Single,12
17461899,Rural,Female,Indigenous,24,Married,7
17461900,Rural,Male,Indigenous,23,Single,12
17461901,Rural,Female,Indigenous,23,Single,12
17461902,Rural,Female,Indigenous,17,Married,9
17461903,Rural,Male,Indigenous,15,Single,8
17461904,Rural,Female,Indigenous,15,Single,7
17461905,Rural,Female,Indigenous,20,Single,3
17461908,Rural,Male,Non-indigenous,23,Married,7
17461909,Rural,Male,Non-indigenous,19,Single,12
17461910,Rural,Female,Indigenous,16,Single,7
17477816,Rural,Female,Indigenous,15,Single,7
17477817,Rural,Female,Indigenous,23,Single,3
17477818,Rural,Male,Indigenous,17,Single,9
17477826,Rural,Male,Indigenous,16,Single,8
17477827,Rural,Female,Indigenous,16,Single,8
17477828,Rural,Female,Indigenous,22,Married,6
17477841,Rural,Female,Indigenous,24,Married,6
17477842,Rural,Male,Indigenous,23,Married,11
17477843,Rural,Female,Indigenous,23,Married,2
17478277,Rural,Male,Indigenous,24,Married,4
17478278,Rural,Male,Indigenous,20,Single,2
17478279,Rural,Male,Indigenous,19,Married,9
17478280,Urban,Male,Indigenous,18,Single,9
17481307,Urban,Male,Indigenous,23,Single,12
17481560,Urban,Male,Indigenous,20,Single,12
17482193,Rural,Female,Indigenous,15,Single,8
17482194,Rural,Male,Indigenous,17,Single,7
17482195,Rural,Male,Indigenous,21,Single,11
17482196,Rural,Female,Indigenous,22,Single,12
17482197,Rural,Female,Indigenous,22,Married,6
17482241,Rural,Female,Indigenous,15,Single,8
17482242,Rural,Male,Indigenous,16,Single,7
17482243,Rural,Male,Indigenous,15,Single,5
17482244,Rural,Male,Indigenous,16,Single,6
17482245,Rural,Female,Indigenous,23,Single,14
17482254,Rural,Female,Indigenous,17,Single,8
17482255,Rural,Male,Indigenous,16,Single,8
17482256,Rural,Female,Indigenous,15,Single,6
17482257,Rural,Female,Indigenous,21,Married,11
17482258,Rural,Female,Indigenous,20,Single,6
17482259,Rural,Female,Indigenous,23,Single,7
17482268,Rural,Male,Indigenous,16,Single,7
17482269,Rural,Female,Indigenous,16,Single,7
17482270,Rural,Female,Indigenous,23,Single,2
17482271,Rural,Male,Indigenous,24,Married,6
17482272,Rural,Male,Indigenous,15,Single,8
17482273,Rural,Male,Indigenous,23,Married,9
17483267,Urban,Male,Non-indigenous,16,Single,5
17483268,Urban,Female,Indigenous,19,Single,6
17483269,Urban,Female,Indigenous,18,Single,10
17483270,Urban,Male,Indigenous,23,Married,9
17483271,Urban,Male,Non-indigenous,23,Married,6
17483272,Rural,Male,Indigenous,16,Single,6
17483291,Rural,Male,Non-indigenous,15,Single,5
17483292,Rural,Female,Indigenous,15,Single,5
17483293,Rural,Male,Indigenous,21,Single,12
17483294,Rural,Female,Indigenous,19,Single,9
17483295,Urban,Female,Indigenous,23,Married,9
17483327,Urban,Male,Indigenous,16,Single,5
17483328,Urban,Female,Indigenous,18,Single,2
17483329,Urban,Male,Indigenous,24,Married,11
17483330,Urban,Female,Indigenous,23,Single,6
17483396,Urban,Male,Indigenous,16,Single,5
17483397,Urban,Male,Indigenous,18,Single,7
17483398,Urban,Female,Indigenous,23,Married,6
17483399,Urban,Male,Indigenous,21,Single,4
17483400,Urban,Female,Indigenous,24,Married,4
17483467,Rural,Male,Indigenous,17,Single,9
17483468,Rural,Male,Indigenous,22,Married,2
17483469,Rural,Male,Indigenous,15,Single,7
17483470,Rural,Female,Non-indigenous,16,Single,7
17483471,Rural,Female,Indigenous,15,Single,7
17483472,Rural,Female,Indigenous,20,Married,1
17483482,Rural,Male,Indigenous,23,Single,12
17483483,Rural,Male,Indigenous,16,Single,9
17483484,Rural,Male,Indigenous,23,Married,5
17483485,Rural,Male,Indigenous,21,Single,0
17483500,Rural,Female,Indigenous,22,Single,12
17483501,Rural,Male,Indigenous,15,Single,7
17483502,Rural,Female,Indigenous,15,Single,7
17483503,Rural,Female,Indigenous,15,Single,7
17483504,Rural,Female,Non-indigenous,15,Single,6
17483516,Rural,Male,Indigenous,17,Single,11
17483517,Rural,Female,Indigenous,20,Married,6
17483518,Rural,Female,Indigenous,23,Married,0
17483519,Rural,Female,Indigenous,24,Married,12
17483811,Rural,Male,Indigenous,20,Single,10
17483813,Rural,Male,Indigenous,21,Single,12
17513536,Urban,Female,Indigenous,20,Single,10
17513537,Urban,Male,Indigenous,17,Single,10
17513538,Urban,Female,Indigenous,23,Married,1
17513539,Urban,Male,Indigenous,21,Married,9
17513540,Urban,Male,Indigenous,22,Single,12
17513541,Urban,Female,Indigenous,17,Single,10
17513542,Urban,Male,Indigenous,17,Single,11
17513543,Urban,Female,Indigenous,20,Single,11
17513544,Urban,Female,Indigenous,23,Married,9
17513545,Urban,Female,Indigenous,20,Single,13
17513546,Urban,Female,Indigenous,17,Single,9
17513547,Urban,Male,Indigenous,17,Single,10
17513548,Urban,Female,Indigenous,20,Single,12
17513559,Urban,Female,Indigenous,24,Single,15
17513560,Urban,Male,Indigenous,17,Single,10
17513561,Urban,Male,Indigenous,18,Single,10
17513562,Urban,Female,Indigenous,22,Married,6
17513563,Urban,Male,Non-indigenous,24,Single,19
17513568,Urban,Female,Indigenous,22,Married,10
17513569,Urban,Male,Non-indigenous,21,Single,13
17513605,Urban,Female,Indigenous,17,Single,10
17513606,Urban,Male,Indigenous,17,Single,10
17513607,Urban,Female,Indigenous,16,Single,8
17513608,Urban,Female,Indigenous,18,Single,11
17513609,Urban,Male,Indigenous,17,Single,10
17513621,Urban,Male,Indigenous,20,Single,8
17513622,Urban,Female,Indigenous,17,Single,9
17513623,Urban,Male,Indigenous,17,Single,10
17513624,Urban,Male,Indigenous,21,Single,16
17513637,Urban,Female,Indigenous,17,Single,10
17513638,Urban,Male,Indigenous,17,Single,10
17513639,Urban,Female,Indigenous,22,Single,8
17513640,Urban,Male,Indigenous,21,Single,12
17513641,Urban,Male,Non-indigenous,20,Single,14
17513683,Urban,Male,Indigenous,18,Single,11
17513684,Urban,Female,Indigenous,19,Single,15
17513685,Urban,Female,Indigenous,18,Single,4
17513686,Urban,Male,Indigenous,18,Single,4
17513687,Urban,Male,Indigenous,22,Single,12
17513688,Urban,Male,Indigenous,21,Single,14
17514827,Rural,Male,Indigenous,16,Single,6
17514828,Urban,Male,Indigenous,15,Single,5
17514829,Rural,Female,Indigenous,21,Single,11
17514830,Rural,Male,Indigenous,22,Single,6
17514831,Rural,Male,Indigenous,21,Married,5
17514832,Rural,Male,Indigenous,23,Married,2
17514833,Rural,Female,Non-indigenous,20,Single,9
17514861,Rural,Male,Indigenous,24,Single,12
17514862,Rural,Female,Indigenous,15,Single,8
17514863,Rural,Male,Indigenous,15,Single,7
17514864,Rural,Male,Indigenous,22,Single,12
17514865,Rural,Female,Indigenous,17,Single,7
17514866,Rural,Female,Indigenous,15,Single,8
17514868,Rural,Female,Indigenous,20,Single,0
17514869,Rural,Female,Indigenous,20,Single,6
17514870,Rural,Male,Indigenous,21,Single,1
17514871,Rural,Female,Indigenous,15,Single,5
17514872,Rural,Female,Indigenous,18,Married,3
17514873,Rural,Female,Indigenous,21,Single,6
17514921,Rural,Female,Indigenous,22,Single,6
17514922,Rural,Male,Indigenous,17,Single,8
17514923,Rural,Female,Indigenous,16,Single,7
17514924,Rural,Male,Indigenous,24,Single,10
17514925,Rural,Male,Indigenous,15,Single,8
17514926,Rural,Female,Indigenous,15,Single,7
17514930,Urban,Female,Indigenous,15,Single,5
17514931,Rural,Female,Indigenous,21,Single,7
17514933,Rural,Male,Indigenous,22,Single,6
17514934,Rural,Female,Indigenous,23,Single,12
17514935,Rural,Female,Indigenous,18,Single,9
17514945,Rural,Male,Non-indigenous,17,Single,8
17514946,Rural,Female,Indigenous,15,Single,7
